,timestamp,alpha,beta,gamma,accX,accY,accZ,movement
175,1495525578728,0.6628009141599176,-0.03961889858458888,0.7037447788950131,0.6252740777277044,0.3996209615727115,0.6544644012818642,rotateclockwise
176,1495525578779,0.643948040747356,0.04401365199743393,0.6932516592756164,0.5883473062748131,0.43078954941609326,0.6367881961671479,rotateclockwise
177,1495525578829,0.5406922683582046,0.09349524310571157,0.5963064360483733,0.4652554915161378,0.4122705566742395,0.5314360734068369,rotateclockwise
178,1495525578879,0.36566269414781877,0.10103477930681858,0.42057678625970957,0.2602047768601009,0.3425842907840448,0.3568628132892474,rotateclockwise
179,1495525578934,0.14162059141096503,0.1291609372941528,0.19002475820714415,0.011413457460706258,0.20477775275904878,0.1352429001931643,rotateclockwise
180,1495525578978,-0.10613989204740787,0.020322339672182266,-0.06897000879476246,-0.22520442101134502,0.0373290708322116,-0.10049116712049538,rotateclockwise
181,1495525579029,-0.34415805063776495,0.04508398581720931,-0.3210742332176112,-0.42505391522195113,-0.13995634214522706,-0.33105511543814137,rotateclockwise
182,1495525579078,-0.5402315534102826,-0.05381803428714808,-0.5364842134204643,-0.5564115969395129,-0.29260262685791155,-0.5119482260613759,rotateclockwise
183,1495525579129,-0.6778247311778907,-0.10895966063097445,-0.6920153593929235,-0.6163074203222201,-0.4148325692375344,-0.6145682609499834,rotateclockwise
184,1495525579178,-0.7485969028246743,-0.22936482862512955,-0.768961766859667,-0.6042123139371038,-0.5002494414753975,-0.6614070664458183,rotateclockwise
185,1495525579229,-0.7288141790699104,-0.3045328467081371,-0.7633443665721211,-0.5478971657812759,-0.5358954293272793,-0.6413149866402383,rotateclockwise
186,1495525579278,-0.6336625347583446,-0.3402853398654311,-0.6753854495539497,-0.450017324890506,-0.49941744415601663,-0.5755844544341039,rotateclockwise
187,1495525579329,-0.45916287246001986,-0.3456140899490448,-0.5117092597687914,-0.31713578586012753,-0.41175516663331796,-0.45945385218441465,rotateclockwise
188,1495525579379,-0.22054438266355192,-0.24100811612984566,-0.28344613460429874,-0.1408548131737389,-0.24563456947476786,-0.271714080111372,rotateclockwise
189,1495525579429,0.06109372697848562,-0.2884696139937527,-0.006606412763364692,0.0850124431717134,-0.03971159441872335,-0.02712987642780971,rotateclockwise
190,1495525579479,0.3569922387036067,-0.2397687926186996,0.30188628828989983,0.3496654669297143,0.18992042122125663,0.2745802928356972,rotateclockwise
191,1495525579529,0.6206798652257276,-0.2644734246174621,0.5932050831311712,0.6117225864530769,0.39369622690976847,0.5821378080214564,rotateclockwise
192,1495525579580,0.8158205372888115,-0.08336203238092647,0.8233585117184945,0.8181081385234494,0.5234361756737851,0.8215096059957704,rotateclockwise
193,1495525579629,0.9092028226907267,0.09350298664883744,0.940268574640089,0.9006463644313492,0.5813491624224,0.9233253031640969,rotateclockwise
194,1495525579678,0.8670404887576484,0.1824402008238964,0.9163989819066983,0.8134340626088769,0.5677308847052674,0.897840973345845,rotateclockwise
