,timestamp,alpha,beta,gamma,accX,accY,accZ,movement
37,1488983689918,0.6146014091882802,0.5526352623169624,0.9265568892875651,0.9376392894880481,0.5958942134341613,0.4883056263086639,leftright
38,1488983689969,0.5093597997252616,0.5548686288781278,0.9011413307346143,0.8998947484838107,0.5365080764857767,0.3961893641923561,leftright
39,1488983690019,0.3796191820202241,0.492343341843588,0.7733401228349648,0.7538766052143538,0.31933586823661325,0.30825180213356074,leftright
40,1488983690068,0.2547628764828484,0.32294939226909297,0.5575564570749436,0.5287665227505279,0.06131223529294446,0.1848549445728969,leftright
41,1488983690119,0.12640405252050085,0.17777924284910723,0.28264746087787934,0.25603410848405245,-0.1090469440976453,0.03305839466082918,leftright
42,1488983690168,0.009326800597373355,0.00969702483424142,-0.019022785869419214,-0.03309304891906986,-0.1782201037546328,-0.041208374587339835,leftright
43,1488983690219,-0.1489524286428844,-0.15046410755030662,-0.3209241315922324,-0.3261184023164347,-0.18411771300763732,-0.14176449550439932,leftright
44,1488983690269,-0.2760576907440797,-0.3049661824564245,-0.5885599823446188,-0.5900824461932633,-0.1638244487529151,-0.18812356192044516,leftright
45,1488983690319,-0.42650746778709875,-0.4237758670106106,-0.7882289434644004,-0.7959609263641563,-0.13257059030721888,-0.32371264409319916,leftright
46,1488983690368,-0.5240311961106792,-0.5646034464091241,-0.8986507444355056,-0.9016844008475798,-0.10258571440079305,-0.36739468966998834,leftright
47,1488983690419,-0.5208901991396971,-0.5408501766302477,-0.9014064434618586,-0.897472190596513,-0.10723061231590807,-0.4531868883798524,leftright
48,1488983690469,-0.4927240173495284,-0.46128926890400046,-0.8016153696094871,-0.7841104584569506,-0.15832239314629226,-0.39396455733049873,leftright
49,1488983690519,-0.3677099426006911,-0.38213820819134625,-0.6125785866499842,-0.5847854416571877,-0.2471157392507285,-0.2927832653666366,leftright
50,1488983690569,-0.2327389218259581,-0.23415817026861177,-0.3577414020751274,-0.32837955499961524,-0.3336481815475678,-0.16473522769493704,leftright
51,1488983690619,-0.08311180045100389,-0.09184800619872094,-0.06689157052128787,-0.048345316292798673,-0.348376048204594,-0.03569767307478478,leftright
52,1488983690669,0.09849035940111239,0.13090503133226,0.2327290081237809,0.24110508985450002,-0.24502579620938247,0.11060318741669237,leftright
53,1488983690719,0.2696348515143759,0.2625137181344792,0.5103301980977224,0.5144353933822999,-0.006806775776956685,0.2083099600616627,leftright
54,1488983690769,0.37999039852026384,0.3912164608211511,0.7294100259990596,0.7299422613823052,0.29225238855131885,0.31580718598196866,leftright
55,1488983690819,0.5039527266133236,0.4927555834363362,0.8672484884522181,0.8693771976813658,0.5293217898236894,0.39225651825806673,leftright
