,timestamp,alpha,beta,gamma,accX,accY,accZ,movement
103,1495525556325,-0.013635193712070446,-0.275527538002064,0.027611767755105727,0.08406968578782442,-0.5258130430003976,-0.03600646655966973,rotateclockwise
104,1495525556375,-0.0071394143762730355,-0.26930499865782515,0.012272283674444395,0.07923767559133303,-0.5387787076440783,-0.015580428178404288,rotateclockwise
105,1495525556424,-0.005551355114727159,-0.28557226361646815,-0.013897930978690892,0.052758210802765756,-0.5411936303597771,0.004901663644243214,rotateclockwise
106,1495525556475,-0.0015756818422356556,-0.253306328851201,-0.05163462756257971,0.01405238831743697,-0.5505496708027493,0.029938976738814023,rotateclockwise
107,1495525556525,-0.0017209981399308575,-0.2620399386040869,-0.08700803962642957,-0.02437401350927731,-0.5717455179160333,0.029185791526422363,rotateclockwise
108,1495525556575,-0.004346516865486414,-0.2266438507449395,-0.11466088358577413,-0.0598948686937084,-0.5816490227527412,0.014874012314500166,rotateclockwise
109,1495525556626,-0.010485815954202924,-0.22793317627948906,-0.12344887825673209,-0.09149914833144336,-0.5866551825158155,-0.00311257530657339,rotateclockwise
110,1495525556675,-0.02249115078092469,-0.2640062891892187,-0.11139132887910105,-0.10705159008940061,-0.609442324702968,-0.03128724284662893,rotateclockwise
111,1495525556725,-0.0260251847270561,-0.3307073202966087,-0.07822839445567797,-0.09135829747641379,-0.6371892718427337,-0.039896245527074235,rotateclockwise
112,1495525556775,-0.0261539992134463,-0.2663146194209684,-0.025122080206191888,-0.0481885436094881,-0.6560472751041473,-0.029220294857250386,rotateclockwise
113,1495525556826,-0.020361526966330343,-0.3627555053162614,0.03499643776143145,0.012565450480225955,-0.6642043753690279,-0.017500304109479507,rotateclockwise
114,1495525556881,-0.011527547755965217,-0.2405043163167277,0.0893993271942838,0.06502507256663913,-0.6651615989618267,-0.0015220133322033876,rotateclockwise
115,1495525556924,-0.0027996749264015785,-0.24537945704837477,0.13147076643766087,0.0921828842529228,-0.6747574354788632,0.018536399403947367,rotateclockwise
