,timestamp,alpha,beta,gamma,accX,accY,accZ,movement
99,1495525427106,0.003324774058836596,-0.10590923469241047,-0.03559453156477922,0.00911966202292964,-0.209580180466904,0.05559035218462986,rotateclockwise
100,1495525427151,-0.01588643748249466,-0.10051863081563317,-0.051817539030954866,0.0029682690091484107,-0.22025796856595556,0.03288240091926921,rotateclockwise
101,1495525427201,-0.04553354590054322,-0.13476108138889192,-0.07595398855691111,-0.02595232187131675,-0.24324810450828527,-0.015448290847016023,rotateclockwise
102,1495525427253,-0.0771667911144439,-0.1329924678952996,-0.09579400814555876,-0.05307828583680454,-0.2670833310127297,-0.06812607297605884,rotateclockwise
103,1495525427302,-0.09389300952624,-0.17473325203513235,-0.10604787729815979,-0.07752400951036131,-0.28640568695799945,-0.11450122583752756,rotateclockwise
104,1495525427351,-0.0928061325014498,-0.14964507999578472,-0.09480418816615908,-0.07291155458213433,-0.2940700380405995,-0.13723718500240115,rotateclockwise
105,1495525427401,-0.06746778661437076,-0.19883432548672328,-0.06434193355293329,-0.04947465607227739,-0.2974929949140685,-0.11702744441137615,rotateclockwise
106,1495525427452,-0.0206487336163475,-0.16768229035659257,-0.01707319835712711,-0.000834963591659335,-0.29393983917981437,-0.06726523225459498,rotateclockwise
107,1495525427501,0.032999149152225245,-0.25959582465453535,0.0360713696620409,0.05932171162681809,-0.28947424573179875,0.00959759299444618,rotateclockwise
108,1495525427551,0.08464989424134568,-0.24786269041815587,0.08429666126319961,0.1139271229548514,-0.29115934661148585,0.09627702748274754,rotateclockwise
109,1495525427602,0.12151870315148033,-0.27073345519939945,0.11391467743987349,0.15151339406588993,-0.2956203829233715,0.16931266649689478,rotateclockwise
110,1495525427651,0.13525291318020938,-0.276887851397238,0.11860901761472681,0.15191232023271206,-0.30560976170391585,0.20779518781254733,rotateclockwise
111,1495525427701,0.11478992564114783,-0.24558657988334057,0.10070708112253834,0.12084238337596578,-0.32260723452950696,0.18503330979037996,rotateclockwise
112,1495525427751,0.06184769038332215,-0.2530947960323939,0.05891682768064796,0.05175499098967906,-0.3575709076692597,0.1159977453606421,rotateclockwise
113,1495525427801,-0.007072920796969193,-0.17298080378002467,0.005333965397415911,-0.026974337139158307,-0.40376367182107664,0.017514528339928285,rotateclockwise
114,1495525427851,-0.07533198640528055,-0.1853536543712459,-0.04614033961207935,-0.10650678608040856,-0.44917486751697794,-0.08821471837015335,rotateclockwise
115,1495525427902,-0.11909148616516091,-0.11543235643011104,-0.08061280331479038,-0.1598824348756546,-0.4716756033221642,-0.16406431288172282,rotateclockwise
116,1495525427953,-0.12548901898564804,-0.12871545136198045,-0.08927771431741681,-0.1744362052822973,-0.4726145559245134,-0.1866620005758294,rotateclockwise
117,1495525428001,-0.0959435914006603,-0.08105122195601779,-0.061017093254773544,-0.1497631099529873,-0.45227508125850013,-0.15747568579268892,rotateclockwise
118,1495525428051,-0.04195046315938721,-0.08998279638026446,-0.0089518405156249,-0.07668926137024329,-0.41104134688191557,-0.09071032287426813,rotateclockwise
119,1495525428105,0.023924563089285963,-0.07153555540318261,0.05372986742699013,0.012116585923626046,-0.36251776455990964,-0.0006761073636858557,rotateclockwise
120,1495525428151,0.08132206476649707,-0.06587749763570044,0.10811158488968937,0.09809164781236195,-0.316937161958498,0.08801998820037114,rotateclockwise
121,1495525428202,0.11539577723748869,-0.11438614508967936,0.13955677939156533,0.1529669573093687,-0.28585800596886196,0.15506981323987806,rotateclockwise
122,1495525428251,0.1228280048522697,-0.1514621336396405,0.13523667057236743,0.16891119275809763,-0.27456027778050646,0.19132845817142013,rotateclockwise
