timestamp,alpha,beta,gamma,accX,accY,accZ
1487690091466,82,19,-2,0.3772735595703125,3.2555999755859375,8.595458984375
1487690091517,83,17,-2,-0.11322021484375,2.85211181640625,9.2860107421875
1487690091566,84,15,-2,-0.1595458984375,2.2825469970703125,8.403915405273438
1487690091618,84,12,-2,-3.7576751708984375,2.9527587890625,11.715255737304688
1487690091666,85,10,-2,-5.404205322265625,2.360076904296875,11.25341796875
1487690091716,89,9,-3,-5.1570281982421875,2.240325927734375,10.38726806640625
1487690091766,95,9,-5,-4.065460205078125,1.071868896484375,10.0125732421875
1487690091816,100,9,-5,-1.1672821044921875,-0.4532470703125,10.473480224609375
1487690091866,110,9,-5,1.92193603515625,-1.9501190185546875,7.4178009033203125
1487690091917,118,10,-4,6.5283966064453125,-2.780364990234375,8.7275390625
1487690091966,123,8,-5,11.175506591796875,-3.26123046875,8.328262329101562
1487690092016,124,7,-5,9.320877075195312,-3.016448974609375,10.892959594726562
1487690092066,122,7,-6,9.220977783203125,-2.3525543212890625,8.475250244140625
1487690092116,118,7,-6,5.964935302734375,-1.4456024169921875,9.162246704101562
1487690092166,111,7,-6,1.4546051025390625,-0.8350677490234375,10.53997802734375
1487690092216,104,7,-6,1.6959075927734375,-1.0859375,9.801422119140625
1487690092267,94,7,-5,-2.16259765625,-0.17156982421875,9.479965209960938
1487690092316,86,7,-3,-3.5128936767578125,-0.0189971923828125,10.177520751953125
1487690092366,79,7,-3,-6.4498138427734375,0.8120574951171875,10.6883544921875
1487690092416,75,7,-3,-7.0769195556640625,2.330535888671875,9.691696166992188
1487690092466,74,7,-2,-8.085296630859375,2.91107177734375,11.005203247070312
1487690092516,76,7,-1,-6.3612213134765625,2.272918701171875,10.2586669921875
1487690092566,83,8,-1,-3.299407958984375,0.599609375,9.958023071289062
1487690092616,86,8,-1,-1.6668701171875,-0.1660308837890625,10.034286499023438
1487690092666,95,8,-1,-1.0346832275390625,-0.86785888671875,9.234146118164062
1487690092716,103,9,-2,2.4613189697265625,-0.901458740234375,8.4744873046875
1487690092766,109,8,-3,4.76068115234375,-0.9339752197265625,9.896377563476562
1487690092816,115,7,-4,7.569793701171875,-1.5721893310546875,9.287109375
1487690092868,118,7,-5,9.487884521484375,-2.1261749267578125,9.345870971679688
1487690092916,116,6,-5,8.2703857421875,-1.9525604248046875,9.833175659179688
1487690092966,112,6,-5,5.4066162109375,-1.2326202392578125,9.632598876953125
1487690093016,106,6,-5,3.099456787109375,-0.9653167724609375,9.24212646484375
1487690093067,99,6,-4,1.3802947998046875,-1.0719146728515625,8.705841064453125
1487690093116,91,5,-3,-1.872100830078125,-0.726165771484375,9.890716552734375
1487690093166,83,5,-1,-4.9070281982421875,0.11322021484375,10.054290771484375
1487690093216,77,5,0,-8.209854125976562,1.8735809326171875,9.838211059570312
1487690093266,76,5,1,-8.350936889648438,2.373443603515625,11.050506591796875
1487690093316,77,5,2,-5.8259124755859375,1.850250244140625,11.096343994140625
1487690093368,81,5,2,-3.980072021484375,0.5670623779296875,10.0892333984375
1487690093416,86,6,1,-2.6773529052734375,0.2844390869140625,9.65936279296875
1487690093466,91,7,0,-2.7106475830078125,0.338958740234375,9.815994262695312
1487690093516,98,8,-1,-0.137725830078125,-0.4485015869140625,8.518508911132812
1487690093566,106,8,-3,2.0289764404296875,-0.5707855224609375,8.916763305664062
1487690093616,112,7,-4,5.267486572265625,-0.6967010498046875,8.603805541992188
1487690093666,116,7,-5,7.276336669921875,-0.9031829833984375,8.841934204101562
1487690093716,118,6,-5,9.003005981445312,-1.8785247802734375,10.304519653320312
1487690093766,117,6,-6,7.740875244140625,-2.0070648193359375,9.537933349609375
1487690093816,112,6,-6,5.48089599609375,-0.9552459716796875,9.013168334960938
1487690093866,107,6,-5,2.227783203125,-0.8011016845703125,9.100677490234375
1487690093917,100,6,-4,0.7266845703125,-0.779052734375,9.180694580078125
1487690093966,93,6,-2,-2.0619354248046875,-0.3691864013671875,9.8182373046875
1487690094016,86,5,-2,-5.11639404296875,0.8567657470703125,9.19586181640625
1487690094067,82,5,0,-7.137786865234375,1.6892242431640625,10.934356689453125
1487690094116,81,5,0,-7.80914306640625,2.1024017333984375,10.539413452148438
1487690094166,83,5,0,-6.093505859375,2.0217132568359375,11.087142944335938
1487690094216,86,6,0,-4.0143890380859375,1.00439453125,9.726119995117188
1487690094266,92,6,0,-2.698272705078125,0.3285675048828125,9.90240478515625
1487690094316,98,7,-1,-2.1202239990234375,-0.2117919921875,9.916915893554688
1487690094366,105,7,-2,1.265350341796875,-0.65362548828125,8.474090576171875
1487690094416,113,8,-2,3.44781494140625,-0.668243408203125,8.63037109375
1487690094466,119,8,-3,6.1934967041015625,-1.0565032958984375,9.485748291015625
1487690094516,122,8,-4,9.20281982421875,-2.0196990966796875,9.880477905273438
1487690094566,121,7,-5,8.612869262695312,-2.37127685546875,9.866485595703125
1487690094616,117,7,-5,6.4274139404296875,-1.7930908203125,10.149703979492188
1487690094666,110,8,-4,2.0293121337890625,-0.944488525390625,8.937408447265625
1487690094716,103,8,-3,0.6959991455078125,-0.7263946533203125,9.39093017578125
1487690094766,94,8,-1,-1.311737060546875,-1.006683349609375,8.436614990234375
1487690094817,89,7,-1,-3.0450286865234375,-0.280670166015625,8.187896728515625
1487690094867,81,5,1,-9.796173095703125,2.1342926025390625,10.934967041015625
1487690094916,78,5,2,-9.771514892578125,2.850372314453125,13.017318725585938
1487690094966,79,6,2,-7.003173828125,2.241455078125,9.99151611328125
1487690095016,84,7,1,-4.0894012451171875,1.12579345703125,9.696868896484375
1487690095066,89,8,1,-2.8060150146484375,0.154998779296875,9.301620483398438
1487690095116,95,9,-1,-0.7423095703125,-0.355010986328125,8.350234985351562
1487690095166,102,9,-2,0.7550506591796875,-0.0793304443359375,7.799896240234375
1487690095219,110,8,-5,3.645172119140625,-1.0886688232421875,8.977188110351562
1487690095266,116,8,-6,7.72393798828125,-1.3496551513671875,9.115158081054688
1487690095316,119,7,-7,8.917129516601562,-1.6539306640625,9.258041381835938
1487690095366,118,7,-7,7.4369659423828125,-1.6826629638671875,10.448410034179688
1487690095416,114,7,-6,5.5093231201171875,-1.1652374267578125,9.006362915039062
1487690095466,109,8,-5,3.23724365234375,-0.95770263671875,8.52313232421875
1487690095517,101,8,-4,0.62249755859375,-0.87017822265625,8.535964965820312
1487690095566,94,7,-2,-2.0106201171875,0.110382080078125,8.863189697265625
1487690095616,88,6,-1,-3.6650543212890625,0.2723846435546875,10.71551513671875
1487690095666,82,6,1,-6.3345489501953125,1.043182373046875,9.825958251953125
1487690095717,79,5,1,-8.652969360351562,2.733642578125,10.904937744140625
1487690095768,80,6,2,-7.4688720703125,2.529510498046875,10.678604125976562
1487690095816,84,7,2,-4.606842041015625,1.3168182373046875,10.399917602539062
1487690095866,89,8,2,-2.601959228515625,0.3041229248046875,10.089752197265625
1487690095916,95,9,2,-1.8765716552734375,0.0804290771484375,9.608047485351562
1487690095966,101,10,0,-1.1778717041015625,0.1328582763671875,9.011032104492188
1487690096016,109,10,0,1.84765625,-0.414093017578125,8.15350341796875
1487690096066,116,10,-2,5.117523193359375,-0.61260986328125,8.997634887695312
1487690096117,121,10,-2,9.030868530273438,-1.8048553466796875,9.873504638671875
1487690096166,121,10,-2,7.765045166015625,-2.3333587646484375,10.305038452148438
1487690096216,118,9,-3,6.640777587890625,-1.4451904296875,10.656753540039062
1487690096266,113,10,-2,5.223480224609375,-1.2019805908203125,8.54608154296875
1487690096316,104,9,-2,-0.0833892822265625,-0.4398040771484375,9.622116088867188
1487690096366,96,9,-1,-2.264434814453125,0.11688232421875,10.098968505859375
1487690096416,88,9,1,-6.0665740966796875,0.862060546875,9.5001220703125
1487690096466,83,9,1,-6.3094635009765625,2.1629486083984375,9.251022338867188
1487690096516,81,9,2,-7.3714141845703125,2.79620361328125,10.425674438476562
1487690096567,81,9,2,-7.9322052001953125,2.86053466796875,10.680404663085938
1487690096616,84,9,2,-4.0066986083984375,1.6456298828125,9.76031494140625
1487690096666,88,10,2,-3.7774505615234375,1.5647430419921875,10.602432250976562
1487690096716,93,11,2,-1.3575439453125,0.771331787109375,9.604141235351562
1487690096766,97,11,1,-1.0021514892578125,0.801513671875,9.301223754882812
1487690096816,103,12,1,1.6017303466796875,0.4051055908203125,9.112625122070312
1487690096866,111,13,0,2.9014129638671875,-0.0220947265625,7.8676910400390625
1487690096917,117,12,-1,7.955108642578125,-0.9734039306640625,9.952682495117188
1487690096967,118,12,-2,7.794647216796875,-1.18121337890625,10.00396728515625
1487690097016,117,12,-2,7.2541961669921875,-0.8056640625,8.70513916015625
1487690097066,112,11,-2,5.5442352294921875,-0.806610107421875,8.831695556640625
1487690097116,104,10,-1,3.478302001953125,-1.2786865234375,8.80279541015625
1487690097166,95,9,0,-1.2201080322265625,-0.98687744140625,10.483352661132812
1487690097216,87,8,0,-6.7701263427734375,1.0196990966796875,9.8590087890625
1487690097266,81,7,1,-6.858306884765625,1.504730224609375,10.23583984375
1487690097316,78,6,1,-8.0111083984375,2.080718994140625,10.516189575195312
1487690097367,77,6,2,-7.848052978515625,2.193878173828125,11.182937622070312
1487690097417,78,7,3,-7.275238037109375,2.0422515869140625,10.667953491210938
1487690097468,83,7,3,-5.787139892578125,1.3231201171875,10.325820922851562
1487690097516,91,8,1,-3.350311279296875,0.1782684326171875,9.7777099609375
1487690097566,100,8,-1,-0.6620941162109375,-0.7042236328125,9.506179809570312
1487690097616,110,9,-2,3.1694488525390625,-1.508331298828125,8.811477661132812
1487690097666,118,10,-3,6.1669769287109375,-1.6576995849609375,7.4384613037109375
1487690097716,123,8,-4,10.240478515625,-3.300506591796875,9.838348388671875
1487690097766,124,7,-5,10.4783935546875,-3.6486968994140625,9.615066528320312
1487690097816,118,6,-4,6.4441070556640625,-2.6396331787109375,10.077423095703125
1487690097866,110,6,-3,4.2367706298828125,-2.6333465576171875,9.039764404296875
1487690097921,102,6,-2,-1.3110198974609375,-1.9310302734375,10.269943237304688
1487690097966,91,6,0,-5.8449859619140625,-1.02655029296875,8.82012939453125
1487690098016,81,5,1,-9.465850830078125,1.300384521484375,10.240142822265625
