,timestamp,alpha,beta,gamma,accX,accY,accZ,movement
62,1495525554275,0.06299230609280095,0.05154514619649215,0.10155326322012292,0.034817561215198155,-0.055499519644391856,0.08800922191840148,rotateclockwise
63,1495525554329,0.07239384866511638,0.03099621939518915,0.11676839078698491,0.038026716466143286,-0.048956288278314934,0.08512838567299656,rotateclockwise
64,1495525554374,0.07532559677296384,-0.01203825587928247,0.11824255316221982,0.05298007702716194,-0.041954846043918755,0.08102924317264913,rotateclockwise
65,1495525554424,0.07209915512986323,-0.014775918555939932,0.10909563670335932,0.07628770339128929,-0.04732246817507568,0.07139532254807622,rotateclockwise
66,1495525554474,0.06090981801454242,-0.08636584994850431,0.08890210214178441,0.0890721166729271,-0.050161080510808274,0.046403166192191106,rotateclockwise
67,1495525554524,0.043119316757587,-0.0579581309742814,0.05880583565404168,0.07592256914549601,-0.059533070884768835,0.012071550767834659,rotateclockwise
68,1495525554574,0.01968015641812292,-0.041938054175800446,0.023493794797146066,0.04637008017980443,-0.06566775909255161,-0.011699374097221521,rotateclockwise
69,1495525554625,-0.004512660411622038,-0.05270804238602561,-0.014018537050297021,0.006520645239226146,-0.10322097852342943,-0.031376844897746455,rotateclockwise
70,1495525554675,-0.022928014622361676,-0.01024852151259804,-0.04837184333918772,-0.025604575750241956,-0.14035181897117702,-0.048242105978422434,rotateclockwise
71,1495525554725,-0.03914908818168774,0.04656739465167559,-0.07387277860729062,-0.054684892145680356,-0.16993196442625022,-0.056507241382970766,rotateclockwise
72,1495525554776,-0.05179016823351245,0.028214050644230913,-0.09105289724329778,-0.07912084060719443,-0.1958236908572512,-0.05778660543409313,rotateclockwise
73,1495525554825,-0.060008611596768124,-0.020750965419907123,-0.0946778091090836,-0.0944425601053118,-0.23672732906119,-0.0654770110925277,rotateclockwise
74,1495525554875,-0.05798805599472834,-0.057429279561908894,-0.08642347441405424,-0.09534110149158694,-0.25774165548945693,-0.06003986261016493,rotateclockwise
